sample_index,shift,severity,true_label,predicted_label,correctness,confidence,entropy,feature_distance,ood_score,augmentation_consistency,brightness,contrast,sharpness,composite_quality
2642,clean,0,7,2,0,0.9017572,0.45827943,7.5569005,-1.2665987e-07,1.0,0.41365018,0.18291107,0.050115447,0.27398655
2643,clean,0,3,3,1,0.5377226,1.3555883,8.5172205,5.9604645e-08,0.6666667,0.34973192,0.23595618,0.050311077,0.21322122
2644,clean,0,8,8,1,0.7927882,0.87688285,11.99715,-1.4901161e-08,1.0,0.37921646,0.199418,0.044058055,0.2209321
2645,clean,0,1,1,1,0.9995009,0.0044231704,6.0997496,1.0826625e-07,1.0,0.46341527,0.2689107,0.12916869,0.48033863
2646,clean,0,3,3,1,0.7159664,0.9172334,5.0701685,1.1920929e-07,0.33333334,0.63990885,0.17549452,0.08270557,0.47126886
2647,clean,0,1,1,1,0.9998869,0.0012323698,7.2462287,-1.2798409e-08,1.0,0.7742098,0.22994587,0.18580756,0.8080456
2648,clean,0,4,4,1,0.38893944,1.4268073,9.8589525,-1.1920929e-07,1.0,0.48329377,0.1642508,0.04848428,0.29518265
2649,clean,0,6,6,1,0.92080015,0.34632427,7.0607677,7.450581e-09,1.0,0.4198325,0.14653786,0.03966137,0.2706543
2650,clean,0,5,5,1,0.46412,1.4260665,8.5999,-1.1920929e-07,0.0,0.3463478,0.3220857,0.050126657,0.15563093
2651,clean,0,5,2,0,0.84614575,0.6238665,8.549086,-2.9802322e-08,1.0,0.685335,0.21532041,0.0805389,0.37404037
2652,clean,0,7,7,1,0.9946629,0.037562992,10.342906,-2.7474016e-08,1.0,0.43267593,0.22216043,0.10276381,0.4625637
2653,clean,0,4,4,1,0.991058,0.06096217,9.85352,2.2351742e-08,1.0,0.48297718,0.19388954,0.05957987,0.3072861
2654,clean,0,5,5,1,0.9948736,0.036191393,8.856757,-1.0244548e-08,1.0,0.4103235,0.16514818,0.06426766,0.3891491
2655,clean,0,4,4,1,0.9801537,0.11075522,10.064274,-1.15484e-07,1.0,0.52504593,0.13828944,0.043041497,0.31123987
2656,clean,0,9,9,1,0.99731785,0.019250326,10.071599,-1.1641532e-09,1.0,0.47605452,0.30776173,0.118301764,0.38439274
2657,clean,0,7,7,1,0.38332072,1.496001,8.268255,-5.9604645e-08,1.0,0.453702,0.19749637,0.075991705,0.38477325
2658,clean,0,7,7,1,0.97781664,0.13257766,9.108054,-2.2351742e-08,1.0,0.57433623,0.18846448,0.10134084,0.5377157
2659,clean,0,2,2,1,0.9812686,0.119179755,8.719321,5.5879354e-09,1.0,0.60026675,0.24726135,0.07343725,0.29700136
2660,clean,0,3,5,0,0.5226412,0.8723361,7.2157273,5.9604645e-08,0.0,0.6258655,0.14773794,0.060186896,0.40738684
2661,clean,0,3,3,1,0.76805127,0.5606441,13.167788,2.9802322e-08,1.0,0.6636451,0.2665611,0.1233386,0.4627012
2662,clean,0,6,6,1,0.9743664,0.14333113,10.340098,0.0,1.0,0.57535106,0.14406604,0.062106706,0.4310959
2663,clean,0,7,7,1,0.534331,1.2768767,9.1672,0.0,1.0,0.39950088,0.33238247,0.11087914,0.333588
2664,clean,0,4,4,1,0.82455534,0.5965631,9.378195,7.4505806e-08,1.0,0.3764272,0.117728196,0.022759743,0.19332285
2665,clean,0,1,1,1,0.99648947,0.023927692,7.224256,9.010546e-08,1.0,0.45167866,0.23167984,0.083465256,0.36025965
2666,clean,0,6,6,1,0.9922806,0.048321877,10.284426,2.7939677e-08,1.0,0.5610154,0.24632134,0.12651615,0.5136203
2667,clean,0,1,1,1,0.99992776,0.00079634984,8.750074,2.3317989e-07,1.0,0.34640142,0.27505675,0.10881134,0.3955945
2668,clean,0,0,0,1,0.6367859,0.6917329,10.158201,-1.4901161e-07,1.0,0.6158765,0.07423821,0.04584727,0.6175614
2669,clean,0,6,6,1,0.9981621,0.016134012,7.179324,1.3620593e-08,1.0,0.2629034,0.18390797,0.059405435,0.32301542
2670,clean,0,9,1,0,0.2901425,1.7151108,17.04748,0.0,0.0,0.59946007,0.3079698,0.11209333,0.36397386
2671,clean,0,6,6,1,0.985121,0.09726267,6.217176,-1.8626451e-08,1.0,0.49312449,0.16122772,0.06511678,0.4038783
2672,clean,0,0,0,1,0.8398955,0.5971311,9.7504015,2.9802322e-08,1.0,0.82612085,0.20938906,0.14295529,0.68272245
2673,clean,0,2,2,1,0.8918014,0.4756377,8.930827,9.685755e-08,1.0,0.49954557,0.105248734,0.052111514,0.49512252
2674,clean,0,0,0,1,0.92017096,0.29892376,9.575684,0.0,1.0,0.46626842,0.2010122,0.07475998,0.3719158
2675,clean,0,2,6,0,0.33417475,1.410578,13.071845,-1.1920929e-07,0.6666667,0.64821535,0.15822096,0.11165541,0.7056884
2676,clean,0,4,6,0,0.5441333,1.1157138,8.351052,-5.9604645e-08,0.33333334,0.48885182,0.20269254,0.044865802,0.22134796
2677,clean,0,7,7,1,0.9729159,0.14498019,7.1630483,-8.754432e-08,1.0,0.60647595,0.257997,0.09518783,0.3689479
2678,clean,0,0,0,1,0.99725133,0.021210426,11.450002,-5.820766e-09,1.0,0.6712687,0.245337,0.12710564,0.5180838
2679,clean,0,0,0,1,0.9800167,0.12865081,9.21325,1.0058284e-07,1.0,0.7275875,0.30628148,0.22559738,0.73656636
2680,clean,0,0,0,1,0.99901044,0.0080737155,6.9900875,-1.4563557e-07,1.0,0.5252426,0.2182451,0.043415256,0.19892798
2681,clean,0,0,0,1,0.94181114,0.22559781,8.858914,2.6077032e-08,1.0,0.49999622,0.15904687,0.05958192,0.37461627
2682,clean,0,7,7,1,0.9075923,0.4456066,8.60619,1.0430813e-07,1.0,0.5078636,0.23865986,0.12145204,0.5088897
2683,clean,0,5,5,1,0.9987375,0.010482567,14.398014,1.3504177e-08,1.0,0.474063,0.22938658,0.04694819,0.20466754
2684,clean,0,3,3,1,0.74773467,0.6233122,11.037326,5.9604645e-08,1.0,0.6066432,0.3159881,0.0922967,0.2920882
2685,clean,0,2,4,0,0.45441538,1.3332434,8.250292,0.0,1.0,0.3094541,0.15596718,0.03430961,0.21997827
2686,clean,0,7,7,1,0.92508125,0.28406858,9.719459,1.2665987e-07,1.0,0.47692636,0.15872712,0.07355015,0.46337187
2687,clean,0,8,8,1,0.9999728,0.00033933113,16.589954,-7.385097e-10,1.0,0.6238715,0.20180242,0.0901495,0.44671938
2688,clean,0,5,5,1,0.5463718,1.2212726,7.430392,5.9604645e-08,0.6666667,0.51341146,0.23734249,0.12959348,0.5460166
2689,clean,0,5,5,1,0.5375891,0.99136084,7.02222,-5.9604645e-08,0.33333334,0.42099035,0.18457712,0.04582849,0.24828778
2690,clean,0,2,2,1,0.8331095,0.6654364,7.8951793,-1.0430813e-07,1.0,0.3477188,0.12279501,0.06357425,0.5177224
2691,clean,0,2,2,1,0.99910337,0.008643489,7.3772583,-2.986053e-08,1.0,0.48580217,0.17615135,0.063909076,0.3628057
2692,clean,0,8,8,1,0.9959423,0.029357083,7.2489166,-2.188608e-08,1.0,0.68832594,0.28807244,0.10696495,0.3713114
2693,clean,0,9,9,1,0.99980253,0.001901044,15.346013,2.059096e-08,1.0,0.63836807,0.29698044,0.21062614,0.7092232
2694,clean,0,1,1,1,0.99997556,0.00029940798,11.891226,-1.198041e-07,1.0,0.4840419,0.23213777,0.072541095,0.31249022
2695,clean,0,2,2,1,0.52187157,1.0236428,9.737023,1.1920929e-07,0.6666667,0.3896421,0.17242983,0.06992475,0.40552348
2696,clean,0,2,2,1,0.9864283,0.082736135,9.98641,1.3317913e-07,1.0,0.61866194,0.2748605,0.06930392,0.25214124
2697,clean,0,0,0,1,0.9510406,0.2203589,10.982104,1.3783574e-07,1.0,0.5467665,0.26714438,0.08932837,0.3343811
2698,clean,0,3,3,1,0.8790028,0.37189242,13.539403,-1.4901161e-08,1.0,0.3534888,0.31542403,0.06697053,0.21231836
2699,clean,0,4,4,1,0.9961604,0.030274108,8.250974,-1.7229468e-08,1.0,0.30673,0.20905244,0.03329555,0.15926813
2700,clean,0,9,1,0,0.61193955,0.82474923,12.487796,-5.9604645e-08,0.6666667,0.53472733,0.24081822,0.12185352,0.50599587
2701,clean,0,1,0,0,0.6938124,0.7491489,13.732202,0.0,1.0,0.52476,0.23080419,0.12035467,0.52145565
2702,clean,0,6,6,1,0.994076,0.044798147,5.97251,-1.6763806e-08,1.0,0.39958763,0.19332878,0.08038287,0.4157811
2703,clean,0,9,0,0,0.70913535,0.8245991,14.108762,1.1920929e-07,1.0,0.57123286,0.28354847,0.073813215,0.26031864
2704,clean,0,0,0,1,0.5985119,1.3238584,13.143059,5.9604645e-08,0.6666667,0.42228863,0.20065738,0.04810573,0.23973946
2705,clean,0,8,0,0,0.9960169,0.029716503,9.137219,-1.3504177e-08,1.0,0.7626851,0.19696814,0.096141115,0.48810244
2706,clean,0,3,3,1,0.84718585,0.43850654,10.511386,1.4901161e-08,1.0,0.5603618,0.26711935,0.077745795,0.29105154
2707,clean,0,6,6,1,0.9999237,0.00090660964,10.524684,-5.820766e-09,1.0,0.3189415,0.1247679,0.02269369,0.1818858
2708,clean,0,4,4,1,0.7820526,0.80318254,6.148135,-1.4901161e-08,1.0,0.34280026,0.14307776,0.048411906,0.33835843
2709,clean,0,6,6,1,0.8218297,0.62228996,10.744531,-1.4901161e-08,1.0,0.38924503,0.17086963,0.039304372,0.23002414
2710,clean,0,7,7,1,0.8600464,0.5983227,7.4276977,-4.4703484e-08,1.0,0.43922082,0.22212848,0.07131703,0.32106063
2711,clean,0,5,5,1,0.99583733,0.028022464,10.383849,3.7252903e-09,1.0,0.6330959,0.157127,0.07013958,0.446385
2712,clean,0,1,1,1,0.9295381,0.31688073,11.332256,1.1175871e-07,1.0,0.3389566,0.2326549,0.07324349,0.3148147
2713,clean,0,8,8,1,0.9999305,0.00078171067,9.31759,-4.82396e-09,1.0,0.6393766,0.23682103,0.06881518,0.29057762
2714,clean,0,9,9,1,0.7299394,0.86920035,11.690722,5.9604645e-08,0.6666667,0.7309744,0.23567756,0.109063365,0.46276322
2715,clean,0,0,0,1,0.99991035,0.001006389,11.295025,-1.272274e-07,1.0,0.5873545,0.24122505,0.07661789,0.31761864
2716,clean,0,5,5,1,0.45756835,1.2702641,8.83068,0.0,1.0,0.50476027,0.25085247,0.10579792,0.42175183
2717,clean,0,0,0,1,0.931138,0.2901604,8.49465,1.4901161e-08,1.0,0.603319,0.11597973,0.066357,0.5721382
2718,clean,0,5,5,1,0.6913145,0.956198,5.627563,0.0,1.0,0.3763404,0.12502182,0.033283886,0.2662225
2719,clean,0,4,2,0,0.63435537,1.09,8.792275,-5.9604645e-08,0.33333334,0.45399436,0.16512157,0.059761107,0.36191967
2720,clean,0,3,3,1,0.99319285,0.04543197,12.965284,1.5832484e-08,1.0,0.43032834,0.1646005,0.054507818,0.33115017
2721,clean,0,8,0,0,0.49795544,1.1459107,12.017321,0.0,0.6666667,0.396404,0.29075956,0.06924479,0.23815054
2722,clean,0,5,5,1,0.5756143,1.1662322,8.01131,1.1920929e-07,1.0,0.4693819,0.16593087,0.060609218,0.3652657
2723,clean,0,2,2,1,0.9028823,0.33844817,8.215483,-1.2665987e-07,1.0,0.44058546,0.15072848,0.03889824,0.2580666
2724,clean,0,0,0,1,0.9995734,0.0040990966,8.108231,1.1592056e-07,1.0,0.5987248,0.12334544,0.053658567,0.43502325
2725,clean,0,8,8,1,0.98533,0.09680432,7.913072,-2.2351742e-08,1.0,0.6407859,0.26753372,0.082927294,0.30996832
2726,clean,0,5,5,1,0.92782444,0.29783902,8.621195,3.7252903e-08,1.0,0.37785313,0.17385946,0.03524825,0.20273873
2727,clean,0,9,0,0,0.6194522,0.7543819,14.424572,2.9802322e-08,0.0,0.5593955,0.27413523,0.09273516,0.33828127
2728,clean,0,2,2,1,0.9896543,0.065996155,12.923302,8.940697e-08,1.0,0.5493949,0.24083574,0.07809767,0.3242764
2729,clean,0,5,3,0,0.6275709,0.9973697,11.584504,0.0,0.33333334,0.8688023,0.23583531,0.15972719,0.6772799
2730,clean,0,6,6,1,0.98269916,0.105500735,5.800458,-1.1175871e-08,1.0,0.35990986,0.18463928,0.13294247,0.72000796
2731,clean,0,5,5,1,0.8929262,0.43666902,8.705657,-1.4901161e-08,1.0,0.54828054,0.2081195,0.07207439,0.34631088
2732,clean,0,7,7,1,0.961043,0.20226727,7.892743,0.0,1.0,0.43610087,0.2574399,0.117099956,0.45486146
2733,clean,0,3,3,1,0.99097484,0.06170063,10.973305,1.17346644e-07,1.0,0.5293288,0.32561862,0.17608975,0.5407836
2734,clean,0,7,7,1,0.7976065,0.5867328,9.709641,0.0,1.0,0.44346407,0.31460106,0.12440748,0.39544392
2735,clean,0,2,2,1,0.9800085,0.120895065,8.113632,-1.13621354e-07,1.0,0.4468648,0.17533134,0.035134517,0.20038812
2736,clean,0,8,8,1,0.96043473,0.20356032,8.809265,-1.1175871e-08,1.0,0.5383387,0.26892665,0.07811479,0.29046768
2737,clean,0,8,0,0,0.7271376,0.85018486,14.3317175,-5.9604645e-08,0.6666667,0.64506614,0.26506415,0.13012418,0.49091393
2738,clean,0,4,4,1,0.9627528,0.18989825,7.980219,-1.8626451e-08,1.0,0.46562374,0.18639669,0.07306936,0.39200786
2739,clean,0,2,2,1,0.9999831,0.00022484009,16.19493,1.1891825e-07,1.0,0.5174096,0.14849994,0.058945667,0.39693803
2740,clean,0,1,1,1,0.9596601,0.18248801,11.33539,-1.8626451e-08,1.0,0.27196947,0.26366535,0.03779064,0.1433275
2741,clean,0,6,6,1,0.9946629,0.037388206,6.460402,-2.7474016e-08,1.0,0.3422335,0.24624902,0.059612133,0.2420797
2742,clean,0,2,2,1,0.9917536,0.05580005,8.69657,-2.3283064e-08,1.0,0.5386719,0.19555557,0.1064095,0.54413664
2743,clean,0,9,9,1,0.9970995,0.02457091,9.5103855,2.6542693e-08,1.0,0.47546342,0.20729274,0.095373236,0.4600874
2744,clean,0,9,9,1,0.9955166,0.028748559,14.373047,1.44355e-08,1.0,0.52133495,0.2390047,0.1016524,0.4253137
2745,clean,0,8,8,1,0.9997124,0.0028245202,12.454625,-2.3108441e-08,1.0,0.4220078,0.27370974,0.07141191,0.26090282
2746,clean,0,2,2,1,0.9120729,0.44316176,10.254356,-9.685755e-08,1.0,0.22235118,0.29624438,0.05710662,0.19276796
2747,clean,0,3,6,0,0.462509,1.0513321,11.1514015,1.1920929e-07,0.6666667,0.52873397,0.31871605,0.09119987,0.2861468
2748,clean,0,1,1,1,0.99998176,0.00023328501,11.437787,-3.3469405e-10,1.0,0.60043406,0.33665335,0.197323,0.5861293
2749,clean,0,0,0,1,0.9997013,0.0031594345,8.9666605,-1.4883699e-07,1.0,0.54324704,0.25594458,0.07900056,0.30866155
2750,clean,0,5,5,1,0.9018084,0.40612122,6.505716,2.2351742e-08,1.0,0.4878715,0.19425908,0.072990015,0.3757335
2751,clean,0,2,2,1,0.99715674,0.022467753,10.466724,-1.1967495e-07,1.0,0.42308775,0.22096193,0.046551164,0.21067409
2752,clean,0,3,3,1,0.8984288,0.42964622,10.378122,-8.195639e-08,1.0,0.419867,0.3052151,0.07623519,0.24977447
2753,clean,0,7,5,0,0.43547264,1.0710489,10.922304,-1.1920929e-07,0.33333334,0.3472171,0.22385445,0.06267388,0.2799748
2754,clean,0,9,0,0,0.4640588,1.193929,15.101909,5.9604645e-08,0.0,0.10690615,0.19853264,0.025754636,0.1297243
2755,clean,0,5,4,0,0.8985924,0.39040315,13.137447,1.3411045e-07,1.0,0.6922769,0.23806785,0.12755007,0.53576964
2756,clean,0,9,9,1,0.965506,0.16034588,12.835028,-1.4901161e-08,1.0,0.37641445,0.28397056,0.035638195,0.12549916
2757,clean,0,1,1,1,0.9949728,0.03311947,6.5693836,1.09896064e-07,1.0,0.51419526,0.36296976,0.18584785,0.5120188
2758,clean,0,1,1,1,0.9956714,0.028330587,7.551089,1.6763806e-08,1.0,0.45073915,0.3128994,0.16065969,0.51345307
2759,clean,0,3,3,1,0.9254127,0.30499956,6.9472275,-2.1606684e-07,1.0,0.5096648,0.16914171,0.09096241,0.537785
2760,clean,0,2,2,1,0.978822,0.12918031,8.462218,2.6077032e-08,1.0,0.21259576,0.12714137,0.02169479,0.17063384
2761,clean,0,7,7,1,0.9731626,0.13451156,12.757715,-1.15484e-07,1.0,0.53686816,0.3239958,0.11150871,0.34416607
2762,clean,0,4,2,0,0.9329769,0.3270353,9.529023,7.450581e-09,1.0,0.45082465,0.10871265,0.03299002,0.30345795
2763,clean,0,4,4,1,0.98394024,0.09900075,6.0160327,1.4901161e-08,1.0,0.3881881,0.12966458,0.028698491,0.22132698
2764,clean,0,1,1,1,0.9999746,0.00030075593,14.497886,-6.4574124e-10,1.0,0.48748216,0.20456597,0.06407991,0.3132466
2765,clean,0,9,9,1,0.99540293,0.03285982,6.2312064,-1.1641532e-08,1.0,0.3535795,0.19394366,0.058413748,0.3011877
2766,clean,0,4,4,1,0.9961216,0.030417224,6.10783,-2.0256266e-08,1.0,0.45590663,0.1885333,0.055473138,0.29423365
2767,clean,0,5,3,0,0.6422146,1.0317444,7.2580547,-2.9802322e-08,1.0,0.70142215,0.345537,0.17033741,0.49296287
2768,clean,0,5,2,0,0.75525594,0.6468718,11.023776,0.0,1.0,0.43808976,0.21996939,0.02513377,0.11425979
2769,clean,0,2,2,1,0.7269964,1.0950019,11.669166,0.0,1.0,0.36292255,0.22019117,0.08577536,0.38954774
2770,clean,0,7,2,0,0.61264634,1.3328712,8.455354,-2.9802322e-08,1.0,0.59733206,0.19411531,0.04504186,0.23203541
2771,clean,0,7,7,1,0.8625498,0.6366953,8.082497,-1.0430813e-07,1.0,0.3551356,0.3109349,0.09248789,0.29745
2772,clean,0,6,6,1,0.9952537,0.037603162,7.2107596,1.4901161e-08,1.0,0.19151221,0.16814224,0.015492091,0.09213627
2773,clean,0,1,1,1,0.99361765,0.043594122,6.9873214,1.21071935e-08,1.0,0.4052224,0.23846976,0.05382316,0.22570129
2774,clean,0,2,2,1,0.9616348,0.22800802,8.048936,-2.2351742e-08,1.0,0.49407426,0.19972394,0.072508074,0.36303964
2775,clean,0,3,3,1,0.68246126,0.8367657,7.985397,-8.940697e-08,1.0,0.45084634,0.30516633,0.11611577,0.38049868
2776,clean,0,7,7,1,0.9904435,0.061390124,6.8349094,1.1920929e-07,1.0,0.60075575,0.14817624,0.07773784,0.5246274
2777,clean,0,5,5,1,0.9646499,0.15902981,9.190766,1.4156103e-07,1.0,0.6241894,0.30032688,0.06828016,0.22735204
2778,clean,0,4,4,1,0.8063289,0.69377315,6.594791,-1.0430813e-07,1.0,0.31001332,0.15781447,0.035401482,0.224322
2779,clean,0,3,0,0,0.7533094,0.8513307,11.634737,1.1920929e-07,0.6666667,0.35557982,0.26209837,0.08963288,0.34198052
2780,clean,0,7,7,1,0.9864927,0.07557519,11.074611,-1.0896474e-07,1.0,0.62197584,0.2637233,0.17752177,0.67313385
2781,clean,0,7,7,1,0.64003235,1.140053,6.8469133,0.0,1.0,0.5074704,0.22071142,0.08373614,0.37939024
2782,clean,0,0,0,1,0.574178,1.3850218,12.811887,-5.9604645e-08,1.0,0.38356307,0.19153509,0.045880806,0.23954132
2783,clean,0,0,0,1,0.9571194,0.23963775,9.46116,-7.450581e-09,1.0,0.60657805,0.17308787,0.08450122,0.4881956
2784,clean,0,1,1,1,0.99138826,0.053923722,10.066663,1.17346644e-07,1.0,0.52921903,0.27951786,0.049920615,0.1785948
2785,clean,0,4,2,0,0.6349138,1.2292552,9.658635,0.0,1.0,0.42174736,0.2123314,0.08663996,0.4080393
2786,clean,0,4,4,1,0.9931497,0.048336912,7.874135,1.6298145e-08,1.0,0.38021854,0.1910868,0.06873392,0.35969812
2787,clean,0,3,3,1,0.9456214,0.30418834,9.80368,-1.0058284e-07,1.0,0.45422158,0.266461,0.0790821,0.29678562
2788,clean,0,7,3,0,0.543509,1.4737506,10.013247,-5.9604645e-08,0.0,0.46710202,0.24932183,0.22761117,0.9129175
2789,clean,0,9,9,1,0.996543,0.024747169,8.454054,-1.21071935e-08,1.0,0.56114817,0.24538408,0.10892041,0.44387543
2790,clean,0,8,8,1,0.9959066,0.027431251,8.277193,-1.6298145e-08,1.0,0.5712763,0.18985006,0.054720275,0.28822738
2791,clean,0,7,7,1,0.9975667,0.019131415,9.662115,2.4912879e-08,1.0,0.36725774,0.20023853,0.06391417,0.3191886
2792,clean,0,0,0,1,0.99988365,0.0012933498,8.688339,1.0566873e-07,1.0,0.8170611,0.25562906,0.15506619,0.60660386
2793,clean,0,9,9,1,0.95120656,0.21178071,9.607097,-7.450581e-09,1.0,0.6291501,0.2723352,0.2098651,0.77061033
2794,clean,0,0,0,1,0.98703825,0.0800188,7.4427443,1.3411045e-07,1.0,0.77698755,0.31324583,0.1442719,0.46056935
2795,clean,0,3,3,1,0.6853048,1.1114615,8.169867,8.940697e-08,1.0,0.34626612,0.35651225,0.09125695,0.2559707
2796,clean,0,7,7,1,0.8830199,0.49318352,9.746584,7.450581e-09,1.0,0.6098473,0.17985968,0.10244227,0.5695646
2797,clean,0,6,6,1,0.9769934,0.1358407,8.07027,-1.3783574e-07,1.0,0.4473333,0.2108094,0.06277743,0.29779097
2798,clean,0,3,5,0,0.63202024,0.85111755,7.659253,0.0,0.6666667,0.6033241,0.25498334,0.06352313,0.2491256
2799,clean,0,8,8,1,0.966512,0.17237945,10.044618,2.2351742e-08,1.0,0.62338907,0.3342797,0.15180244,0.45411667
2800,clean,0,4,4,1,0.7670103,0.7984503,9.882556,1.7881393e-07,1.0,0.30611727,0.13755551,0.033971556,0.24696437
2801,clean,0,5,5,1,0.8631978,0.5748952,7.60538,1.4901161e-08,1.0,0.4940692,0.2744925,0.0781078,0.28455243
2802,clean,0,6,6,1,0.99989307,0.0012415606,10.492127,1.0776421e-07,1.0,0.4829925,0.12887523,0.068073235,0.5282063
2803,clean,0,5,5,1,0.98680127,0.070660755,14.866327,1.3038516e-08,1.0,0.54505336,0.2112579,0.040370855,0.19109659
2804,clean,0,3,2,0,0.51997095,1.0712683,10.49903,-5.9604645e-08,0.33333334,0.5352622,0.17522389,0.075701766,0.43202633
2805,clean,0,4,4,1,0.99751496,0.019932609,8.998445,8.1490725e-09,1.0,0.46298507,0.1714177,0.04741395,0.2765973
2806,clean,0,2,2,1,0.9908173,0.05931443,8.562418,-1.0523945e-07,1.0,0.49692094,0.2160491,0.081522845,0.37733305
2807,clean,0,9,9,1,0.59099966,1.3623754,11.6432905,0.0,0.33333334,0.48543203,0.32327345,0.11684174,0.36143202
2808,clean,0,2,2,1,0.9335915,0.30215755,10.870594,1.1175871e-07,1.0,0.43450522,0.13161583,0.03743076,0.28439188
2809,clean,0,4,4,1,0.4847539,1.3555242,9.841937,0.0,0.6666667,0.45448837,0.21343502,0.07131093,0.33410916
2810,clean,0,9,9,1,0.47613597,1.3794956,12.679236,0.0,0.6666667,0.6116856,0.36169583,0.18867047,0.521626
2811,clean,0,2,2,1,0.9838785,0.1087368,6.3837314,5.5879354e-09,1.0,0.4848065,0.22326599,0.074226685,0.33245707
2812,clean,0,0,0,1,0.99888474,0.0093496535,8.190127,1.2549572e-07,1.0,0.67924196,0.12625279,0.061846007,0.4898547
2813,clean,0,1,1,1,0.99976856,0.0023144837,11.486179,1.2519013e-07,1.0,0.68438774,0.21182527,0.12555443,0.5927236
2814,clean,0,1,1,1,0.87731695,0.38371813,10.624493,2.9802322e-08,1.0,0.44255006,0.23272105,0.073776565,0.3170158
2815,clean,0,3,3,1,0.7209171,0.6611945,8.665436,-2.9802322e-08,1.0,0.47392893,0.29843536,0.09430117,0.3159842
2816,clean,0,7,7,1,0.8969195,0.4999888,6.8529563,2.2351742e-08,1.0,0.5150582,0.20679405,0.09454687,0.45720083
2817,clean,0,9,9,1,0.99995625,0.0004871211,16.770014,-1.9172148e-09,1.0,0.37324095,0.21743608,0.067886226,0.31221092
2818,clean,0,5,5,1,0.8436984,0.64768,7.127813,-2.9802322e-08,1.0,0.40769124,0.24571188,0.119721346,0.48724082
2819,clean,0,1,1,1,0.999946,0.0005932435,13.140325,-2.921297e-09,1.0,0.533784,0.22777846,0.09090965,0.39911258
2820,clean,0,6,6,1,0.9921042,0.057455257,7.2106466,-1.6763806e-08,1.0,0.27368644,0.165618,0.05770868,0.3484424
2821,clean,0,0,0,1,0.91451156,0.44297713,8.231381,-2.2351742e-08,1.0,0.42885137,0.20895585,0.061803725,0.29577267
2822,clean,0,3,3,1,0.55781573,1.3500265,7.915843,5.9604645e-08,1.0,0.43582645,0.31771398,0.043376412,0.13652618
2823,clean,0,3,3,1,0.7286528,0.9677506,7.550256,5.9604645e-08,1.0,0.45216632,0.2030851,0.058207422,0.2866145
2824,clean,0,7,7,1,0.9747301,0.1263826,13.440465,1.0617077e-07,1.0,0.49533296,0.20438619,0.06885465,0.3368834
2825,clean,0,2,2,1,0.7856435,0.59182876,8.430936,0.0,1.0,0.3203368,0.08553991,0.030480888,0.35633114
2826,clean,0,4,4,1,0.97483826,0.14420167,7.966376,-3.7252903e-09,1.0,0.3348358,0.1573985,0.08495016,0.53971046
2827,clean,0,5,5,1,0.9861878,0.0792822,8.547772,2.635643e-07,1.0,0.5625906,0.20143685,0.049621064,0.24633437
2828,clean,0,2,2,1,0.93941396,0.2820014,6.021076,-2.2351742e-08,1.0,0.524797,0.11288589,0.041129448,0.3643421
2829,clean,0,3,3,1,0.421234,1.6174275,7.8152614,5.9604645e-08,0.33333334,0.5382366,0.3084195,0.1271671,0.41231728
2830,clean,0,6,6,1,0.9999136,0.0009925126,12.836236,-7.4651325e-09,1.0,0.390288,0.15946853,0.07865237,0.49321252
2831,clean,0,3,3,1,0.5806437,1.1936245,11.59421,0.0,1.0,0.51415056,0.2373496,0.118835665,0.5006757
2832,clean,0,3,2,0,0.63798803,1.0202624,9.235457,5.9604645e-08,0.33333334,0.43265936,0.18855947,0.054903023,0.29116932
2833,clean,0,0,0,1,0.98647064,0.07193067,11.253065,-3.7252903e-09,1.0,0.4943436,0.1501193,0.048948217,0.32605994
2834,clean,0,4,4,1,0.8185696,0.6023824,7.924167,1.4901161e-08,1.0,0.45042,0.14915092,0.029779304,0.19965753
2835,clean,0,4,2,0,0.2733497,1.7617012,12.192377,1.1920929e-07,0.0,0.4963312,0.27672505,0.077948876,0.28168246
2836,clean,0,3,3,1,0.53490585,1.0988811,7.5434365,0.0,1.0,0.7498724,0.27884442,0.16928029,0.60707575
2837,clean,0,8,8,1,0.99936384,0.005393072,8.921973,1.2340024e-08,1.0,0.53235805,0.1485781,0.044081673,0.29668823
2838,clean,0,1,1,1,0.99784863,0.016240861,8.973048,1.2968667e-07,1.0,0.6966822,0.13555159,0.106553406,0.78606695
2839,clean,0,2,2,1,0.9995116,0.0050049806,7.308397,-2.3283064e-10,1.0,0.39792693,0.18271722,0.07068079,0.38682947
2840,clean,0,3,3,1,0.87891656,0.5338437,8.263923,-5.9604645e-08,1.0,0.25830653,0.34849465,0.058633223,0.16824664
2841,clean,0,2,2,1,0.79246366,0.676083,8.613698,1.4901161e-08,0.6666667,0.44420448,0.16071655,0.08657268,0.5386635
2842,clean,0,7,7,1,0.830003,0.59018546,11.654099,1.4901161e-08,0.6666667,0.44211343,0.1513105,0.071220696,0.47068924
2843,clean,0,1,3,0,0.33605158,1.6828369,11.501128,-1.1920929e-07,0.6666667,0.56971765,0.21954016,0.06322425,0.28798357
2844,clean,0,4,3,0,0.7329542,1.0085397,7.8117447,-1.1920929e-07,1.0,0.48971233,0.24903001,0.11697786,0.4697321
2845,clean,0,5,2,0,0.66416055,1.1035619,10.983483,2.9802322e-08,1.0,0.46111238,0.2128657,0.06513578,0.3059933
