sample_index,true_label,true_class,predicted_label,predicted_class,confidence,shift,severity
1411,3,cat,6,frog,0.9760394,rotation,4
1205,8,ship,0,airplane,0.976031,brightness,2
8868,4,deer,6,frog,0.97601867,rotation,4
699,5,dog,6,frog,0.97601503,rotation,4
6619,0,airplane,6,frog,0.9760125,rotation,4
6913,3,cat,6,frog,0.97598153,brightness,3
1439,9,truck,1,automobile,0.97596836,clean,0
1120,5,dog,2,bird,0.97595996,rotation,1
1779,3,cat,5,dog,0.9759528,rotation,3
2842,7,horse,6,frog,0.9759495,rotation,4
8877,9,truck,1,automobile,0.97594744,brightness,1
76,9,truck,0,airplane,0.9759473,contrast,4
1645,4,deer,6,frog,0.9759221,rotation,5
8276,9,truck,0,airplane,0.97592205,rotation,2
6233,7,horse,4,deer,0.97591996,noise,2
3009,7,horse,6,frog,0.9759051,rotation,4
2085,0,airplane,6,frog,0.97588944,rotation,4
15,8,ship,6,frog,0.9758852,rotation,4
2961,4,deer,6,frog,0.97588104,rotation,5
9880,7,horse,4,deer,0.97586024,contrast,4
8542,2,bird,6,frog,0.9758582,rotation,5
6179,8,ship,0,airplane,0.9758566,contrast,4
8606,1,automobile,6,frog,0.97584605,rotation,5
6337,9,truck,6,frog,0.9758405,rotation,4
3521,8,ship,0,airplane,0.97582555,rotation,5
7107,2,bird,6,frog,0.97579944,rotation,4
9743,9,truck,1,automobile,0.97578895,brightness,3
6479,4,deer,6,frog,0.97578543,rotation,4
2353,4,deer,6,frog,0.97575945,rotation,5
9324,9,truck,6,frog,0.97575444,rotation,5
752,9,truck,6,frog,0.97574073,rotation,5
688,3,cat,6,frog,0.97573596,noise,1
2633,3,cat,6,frog,0.97573483,rotation,4
5805,1,automobile,6,frog,0.97571725,rotation,4
6773,2,bird,6,frog,0.97570443,rotation,5
5795,7,horse,4,deer,0.975696,contrast,2
711,8,ship,0,airplane,0.9756811,rotation,1
5889,6,frog,2,bird,0.9756807,blur,3
2547,4,deer,6,frog,0.9756589,rotation,4
8874,7,horse,6,frog,0.9756556,rotation,5
5048,1,automobile,6,frog,0.97565275,brightness,5
6467,3,cat,6,frog,0.9756429,rotation,3
6893,3,cat,6,frog,0.9756311,rotation,4
7797,3,cat,6,frog,0.9756221,rotation,2
9360,5,dog,0,airplane,0.9756118,blur,3
340,2,bird,6,frog,0.97561026,rotation,5
1924,9,truck,6,frog,0.9756031,rotation,3
9370,8,ship,6,frog,0.975599,rotation,4
7947,2,bird,6,frog,0.97559243,noise,1
8686,9,truck,6,frog,0.9755789,rotation,5
2129,9,truck,6,frog,0.97557724,rotation,4
9850,7,horse,4,deer,0.9755663,contrast,4
8180,4,deer,6,frog,0.9755628,rotation,5
2835,4,deer,6,frog,0.97554976,rotation,4
6765,8,ship,6,frog,0.9755401,rotation,4
1039,2,bird,6,frog,0.9755339,rotation,5
9831,2,bird,6,frog,0.975513,noise,2
4251,8,ship,0,airplane,0.9755117,contrast,2
5915,5,dog,6,frog,0.97549766,noise,2
2076,3,cat,6,frog,0.9754929,rotation,5
711,8,ship,0,airplane,0.97548985,contrast,1
9535,1,automobile,6,frog,0.97548395,rotation,5
9743,9,truck,6,frog,0.97547567,rotation,5
834,5,dog,2,bird,0.97546595,blur,4
7829,2,bird,0,airplane,0.97545743,contrast,3
8814,9,truck,6,frog,0.9754557,rotation,5
3939,9,truck,6,frog,0.9754371,rotation,4
312,8,ship,0,airplane,0.97541124,brightness,1
4542,3,cat,6,frog,0.9754107,rotation,4
6654,4,deer,6,frog,0.9753905,rotation,4
9906,1,automobile,0,airplane,0.97538185,blur,4
1214,5,dog,6,frog,0.97538185,rotation,4
2438,1,automobile,0,airplane,0.9753735,contrast,3
1126,2,bird,0,airplane,0.97535783,brightness,2
1845,7,horse,4,deer,0.97535783,contrast,2
9070,2,bird,6,frog,0.9753432,noise,5
6628,4,deer,6,frog,0.9753353,rotation,4
6175,3,cat,6,frog,0.97532237,noise,2
2981,4,deer,6,frog,0.97532076,rotation,5
4468,9,truck,6,frog,0.9753102,rotation,5
1205,8,ship,0,airplane,0.9753058,brightness,4
9816,1,automobile,0,airplane,0.97529674,contrast,5
7916,4,deer,6,frog,0.97528887,rotation,4
4967,7,horse,6,frog,0.9752823,rotation,4
4012,3,cat,6,frog,0.97525996,rotation,5
8557,3,cat,6,frog,0.97524863,rotation,5
6243,4,deer,6,frog,0.975225,rotation,4
9497,3,cat,6,frog,0.97520727,rotation,5
6423,5,dog,4,deer,0.97519934,contrast,3
5795,7,horse,4,deer,0.9751985,brightness,2
5268,3,cat,6,frog,0.97519684,noise,3
9464,4,deer,6,frog,0.9751937,rotation,5
8292,9,truck,6,frog,0.97519356,rotation,4
7675,8,ship,6,frog,0.9751913,rotation,5
597,3,cat,6,frog,0.9751834,rotation,5
2006,7,horse,4,deer,0.97517776,noise,2
8181,3,cat,6,frog,0.9751695,noise,2
5235,1,automobile,6,frog,0.9751466,rotation,3
8981,7,horse,4,deer,0.97513825,brightness,3
259,9,truck,1,automobile,0.97513753,blur,1
3947,2,bird,6,frog,0.975137,rotation,4
7637,8,ship,6,frog,0.9751301,rotation,4
7580,8,ship,0,airplane,0.9751209,rotation,1
2284,8,ship,0,airplane,0.97511894,rotation,1
7430,2,bird,6,frog,0.9751177,rotation,4
9892,5,dog,2,bird,0.9751154,contrast,1
3369,5,dog,3,cat,0.97511417,contrast,3
1909,3,cat,6,frog,0.9751094,rotation,4
1644,2,bird,6,frog,0.9751075,rotation,4
5072,6,frog,2,bird,0.9750982,contrast,3
7417,3,cat,6,frog,0.97506195,rotation,5
7393,5,dog,4,deer,0.975049,brightness,4
787,9,truck,0,airplane,0.97503483,blur,2
6454,4,deer,6,frog,0.9750308,rotation,4
7918,4,deer,6,frog,0.9750236,rotation,4
8111,5,dog,6,frog,0.97502035,rotation,5
6343,8,ship,6,frog,0.9750196,rotation,4
8729,5,dog,6,frog,0.9750186,rotation,5
5193,4,deer,6,frog,0.9750147,noise,3
4106,3,cat,0,airplane,0.9750108,brightness,2
9740,3,cat,6,frog,0.97500175,brightness,3
9452,2,bird,6,frog,0.9749717,rotation,5
8626,1,automobile,6,frog,0.97496253,rotation,4
8422,2,bird,6,frog,0.9749326,rotation,5
9938,9,truck,6,frog,0.97492945,rotation,4
8525,3,cat,6,frog,0.97489876,rotation,3
3896,7,horse,2,bird,0.9748947,contrast,3
48,7,horse,4,deer,0.97489005,rotation,3
1340,1,automobile,6,frog,0.9748864,rotation,4
8722,7,horse,6,frog,0.97487533,rotation,4
7933,3,cat,6,frog,0.9748703,noise,2
4942,5,dog,6,frog,0.9748682,rotation,4
6930,2,bird,0,airplane,0.9748589,rotation,3
1050,3,cat,0,airplane,0.9748378,rotation,1
9926,3,cat,6,frog,0.97482365,rotation,5
1845,7,horse,4,deer,0.9748195,contrast,3
3521,8,ship,0,airplane,0.9748141,rotation,3
9398,8,ship,6,frog,0.9748102,rotation,5
7358,8,ship,6,frog,0.97480404,rotation,2
537,2,bird,6,frog,0.9748029,rotation,3
577,9,truck,6,frog,0.97480077,rotation,4
8670,9,truck,6,frog,0.97479546,rotation,5
3369,5,dog,3,cat,0.9747721,brightness,2
6669,5,dog,2,bird,0.9747717,rotation,2
1061,1,automobile,6,frog,0.9747706,noise,2
9349,9,truck,0,airplane,0.9747456,contrast,3
3419,4,deer,6,frog,0.9747421,rotation,4
5313,3,cat,6,frog,0.97474074,rotation,4
7149,5,dog,6,frog,0.9747133,noise,1
834,5,dog,2,bird,0.9746823,noise,1
9498,3,cat,6,frog,0.97467446,rotation,3
2799,8,ship,1,automobile,0.97466755,rotation,4
7472,1,automobile,0,airplane,0.9746532,blur,3
5633,4,deer,2,bird,0.97464514,rotation,3
1126,2,bird,0,airplane,0.97462916,rotation,2
5834,5,dog,2,bird,0.97461617,blur,4
1115,1,automobile,6,frog,0.9746096,rotation,4
6861,8,ship,0,airplane,0.9746035,contrast,3
7797,3,cat,6,frog,0.97459954,clean,0
2568,9,truck,6,frog,0.9745984,rotation,4
5393,4,deer,6,frog,0.9745929,rotation,4
8521,9,truck,0,airplane,0.97458357,rotation,1
4705,3,cat,6,frog,0.9745783,rotation,4
8306,6,frog,2,bird,0.974556,blur,5
2609,5,dog,6,frog,0.97454685,rotation,4
4605,3,cat,6,frog,0.97454494,rotation,4
4590,9,truck,2,bird,0.97452694,brightness,3
2977,2,bird,6,frog,0.97450507,brightness,4
5249,8,ship,6,frog,0.9745038,rotation,4
834,5,dog,2,bird,0.97450364,blur,5
6423,5,dog,4,deer,0.97449476,brightness,1
1335,1,automobile,6,frog,0.9744426,rotation,4
1191,1,automobile,6,frog,0.9744357,rotation,4
9675,4,deer,6,frog,0.97438735,rotation,4
7327,4,deer,6,frog,0.97438395,rotation,5
4918,3,cat,6,frog,0.974361,rotation,5
7075,9,truck,1,automobile,0.97436076,rotation,5
259,9,truck,1,automobile,0.97435886,rotation,1
974,7,horse,0,airplane,0.97435135,rotation,2
4398,4,deer,6,frog,0.9743429,rotation,4
6597,1,automobile,6,frog,0.9743405,rotation,4
835,4,deer,6,frog,0.97431993,rotation,4
810,5,dog,2,bird,0.97431505,brightness,2
7414,8,ship,0,airplane,0.9742872,brightness,4
5238,2,bird,0,airplane,0.974277,blur,2
5889,6,frog,2,bird,0.97425056,blur,4
8720,2,bird,0,airplane,0.9742386,rotation,3
9646,5,dog,6,frog,0.9742017,rotation,4
4895,1,automobile,6,frog,0.97419035,rotation,4
689,0,airplane,6,frog,0.9741795,noise,1
1325,2,bird,4,deer,0.9741785,noise,1
9960,2,bird,0,airplane,0.9741755,contrast,5
3322,2,bird,6,frog,0.9741745,noise,4
3600,4,deer,2,bird,0.9741744,clean,0
5960,2,bird,6,frog,0.9741701,rotation,4
3981,5,dog,6,frog,0.97416615,rotation,4
9787,8,ship,0,airplane,0.9741315,rotation,2
6095,9,truck,8,ship,0.97411704,contrast,3
4618,3,cat,6,frog,0.9741167,rotation,5
8276,9,truck,0,airplane,0.97411555,contrast,3
7472,1,automobile,0,airplane,0.97410345,blur,2
1626,9,truck,0,airplane,0.9740941,brightness,1
1120,5,dog,2,bird,0.97409284,blur,1
312,8,ship,0,airplane,0.974089,brightness,3
1791,4,deer,6,frog,0.9740844,rotation,4
1994,8,ship,6,frog,0.97408015,rotation,5
2508,6,frog,4,deer,0.9740752,contrast,1
1126,2,bird,0,airplane,0.9740664,rotation,3
4754,3,cat,8,ship,0.9740607,contrast,1
654,9,truck,6,frog,0.9740545,rotation,5
1859,2,bird,6,frog,0.9740146,rotation,4
8189,8,ship,0,airplane,0.9740045,rotation,1
4296,8,ship,6,frog,0.974,rotation,5
9217,9,truck,0,airplane,0.97399306,blur,3
4363,9,truck,6,frog,0.9739879,rotation,4
2442,4,deer,6,frog,0.97398347,rotation,4
5681,3,cat,6,frog,0.9739831,rotation,5
3040,7,horse,6,frog,0.97394896,rotation,4
1292,4,deer,6,frog,0.9739406,rotation,4
201,1,automobile,0,airplane,0.9739193,contrast,3
8525,3,cat,6,frog,0.97390974,noise,2
4031,4,deer,6,frog,0.97390974,rotation,5
7283,3,cat,4,deer,0.97390443,brightness,2
4826,3,cat,6,frog,0.9738945,noise,1
3084,3,cat,6,frog,0.9738938,rotation,4
810,5,dog,2,bird,0.97388613,contrast,2
1938,8,ship,0,airplane,0.9738743,rotation,1
9130,8,ship,6,frog,0.9738696,rotation,4
5885,4,deer,6,frog,0.97386885,rotation,5
1938,8,ship,0,airplane,0.97385967,rotation,2
7829,2,bird,0,airplane,0.97385234,brightness,4
2494,5,dog,4,deer,0.97383195,contrast,4
6066,2,bird,6,frog,0.9738061,rotation,4
4600,4,deer,6,frog,0.9737814,rotation,5
6734,8,ship,6,frog,0.9737684,rotation,5
9240,8,ship,6,frog,0.97376585,rotation,4
5009,7,horse,2,bird,0.97373575,contrast,4
3381,5,dog,6,frog,0.973725,rotation,4
7517,2,bird,6,frog,0.9736788,rotation,4
1626,9,truck,0,airplane,0.973677,blur,1
6277,2,bird,6,frog,0.97367495,rotation,5
3208,9,truck,6,frog,0.973658,rotation,5
6504,7,horse,4,deer,0.97364455,noise,1
8316,5,dog,6,frog,0.9736413,rotation,5
7580,8,ship,0,airplane,0.9736283,brightness,4
779,5,dog,6,frog,0.9736239,rotation,1
1205,8,ship,0,airplane,0.97361666,brightness,3
9501,6,frog,0,airplane,0.9736136,clean,0
3194,3,cat,2,bird,0.97361225,rotation,5
5930,5,dog,2,bird,0.97359836,noise,1
8465,9,truck,1,automobile,0.973597,rotation,2
4325,6,frog,2,bird,0.97359484,blur,4
3821,8,ship,6,frog,0.97358465,rotation,3
7112,2,bird,0,airplane,0.9735806,rotation,3
2727,9,truck,6,frog,0.97356206,rotation,4
3727,9,truck,6,frog,0.9735546,rotation,4
7443,7,horse,6,frog,0.9735327,rotation,5
8939,8,ship,6,frog,0.97353137,rotation,4
3550,0,airplane,4,deer,0.97352356,brightness,3
6416,7,horse,6,frog,0.97351855,rotation,5
5150,4,deer,6,frog,0.973499,rotation,5
6357,7,horse,4,deer,0.9734726,brightness,4
5633,4,deer,2,bird,0.9734509,rotation,2
631,5,dog,2,bird,0.9734437,contrast,4
280,9,truck,0,airplane,0.9734418,contrast,5
277,3,cat,2,bird,0.97343224,contrast,4
4169,3,cat,6,frog,0.97341746,noise,4
7283,3,cat,4,deer,0.97340584,contrast,2
2226,2,bird,6,frog,0.9733897,contrast,2
6566,1,automobile,0,airplane,0.9733743,blur,2
673,3,cat,6,frog,0.97336584,noise,3
6836,4,deer,6,frog,0.9733493,rotation,5
6995,1,automobile,6,frog,0.973341,rotation,3
5747,8,ship,0,airplane,0.9733396,rotation,1
4255,9,truck,6,frog,0.9733314,rotation,5
9125,1,automobile,6,frog,0.9733234,noise,2
8507,8,ship,0,airplane,0.9733199,contrast,5
8536,1,automobile,0,airplane,0.9733185,contrast,1
5747,8,ship,0,airplane,0.97330904,clean,0
4416,4,deer,6,frog,0.9733068,rotation,5
7004,3,cat,0,airplane,0.9732732,contrast,4
9217,9,truck,0,airplane,0.9732694,contrast,1
8041,8,ship,6,frog,0.973256,rotation,5
5281,3,cat,6,frog,0.9732535,rotation,4
3025,2,bird,6,frog,0.97325176,rotation,5
312,8,ship,0,airplane,0.9732457,brightness,4
6951,9,truck,6,frog,0.9732405,rotation,5
810,5,dog,2,bird,0.9732367,brightness,3
4927,1,automobile,6,frog,0.97323203,rotation,4
6353,2,bird,6,frog,0.9732198,noise,3
731,2,bird,0,airplane,0.9732152,contrast,5
6781,3,cat,6,frog,0.9732146,brightness,2
7911,2,bird,6,frog,0.973201,rotation,4
9295,3,cat,6,frog,0.97319037,noise,3
4131,1,automobile,6,frog,0.9731887,rotation,4
6151,7,horse,6,frog,0.97312975,rotation,5
2311,7,horse,6,frog,0.9730843,rotation,4
2586,7,horse,4,deer,0.97307646,noise,1
8320,7,horse,6,frog,0.97305876,rotation,5
217,9,truck,6,frog,0.9730215,rotation,5
6964,5,dog,6,frog,0.973006,noise,2
6783,3,cat,6,frog,0.9729993,rotation,4
2804,3,cat,6,frog,0.9729793,rotation,4
8720,2,bird,0,airplane,0.9729495,brightness,4
834,5,dog,2,bird,0.9729337,contrast,1
1480,1,automobile,6,frog,0.972933,rotation,5
7833,8,ship,0,airplane,0.972932,rotation,3
7191,7,horse,4,deer,0.97291803,noise,1
9553,7,horse,4,deer,0.9729144,noise,2
6669,5,dog,2,bird,0.9729019,blur,2
4833,2,bird,6,frog,0.9728986,noise,1
9327,2,bird,6,frog,0.972888,noise,2
915,1,automobile,6,frog,0.9728704,rotation,4
8577,3,cat,6,frog,0.972868,rotation,5
6157,0,airplane,6,frog,0.9728679,rotation,5
6134,3,cat,6,frog,0.97280055,rotation,5
8856,0,airplane,4,deer,0.97279716,noise,1
6950,8,ship,0,airplane,0.97278005,brightness,4
3469,9,truck,6,frog,0.9727601,noise,3
5130,5,dog,2,bird,0.9727596,brightness,3
6653,0,airplane,2,bird,0.9727446,noise,1
6393,3,cat,2,bird,0.9727395,brightness,3
1732,9,truck,1,automobile,0.9727333,rotation,3
6165,5,dog,6,frog,0.972729,rotation,5
5365,8,ship,6,frog,0.972706,rotation,5
9694,1,automobile,6,frog,0.9726972,noise,2
7930,2,bird,0,airplane,0.9726748,blur,1
1628,4,deer,2,bird,0.97265255,rotation,2
6071,7,horse,4,deer,0.97265154,brightness,4
9105,8,ship,0,airplane,0.97262347,rotation,2
1126,2,bird,0,airplane,0.9726232,rotation,4
4332,7,horse,6,frog,0.9726208,rotation,4
9890,0,airplane,1,automobile,0.9725955,rotation,5
7156,1,automobile,6,frog,0.97259164,rotation,5
5559,3,cat,2,bird,0.9725699,contrast,2
115,3,cat,6,frog,0.9725342,rotation,4
4325,6,frog,2,bird,0.9725218,blur,5
1582,9,truck,6,frog,0.9725204,rotation,5
4442,3,cat,1,automobile,0.97251666,rotation,5
2762,4,deer,2,bird,0.97251564,rotation,2
7792,9,truck,1,automobile,0.9725065,clean,0
3051,8,ship,2,bird,0.97250146,brightness,3
4589,3,cat,6,frog,0.97249335,noise,2
9930,8,ship,6,frog,0.9724812,rotation,5
6994,3,cat,6,frog,0.972453,rotation,4
7173,1,automobile,6,frog,0.97244924,noise,1
9796,9,truck,0,airplane,0.97244805,blur,2
8576,2,bird,0,airplane,0.97243935,contrast,3
9349,9,truck,0,airplane,0.97243166,contrast,4
1126,2,bird,0,airplane,0.9724281,rotation,1
2809,4,deer,6,frog,0.97241807,rotation,4
1126,2,bird,0,airplane,0.9724177,brightness,1
7112,2,bird,0,airplane,0.97241175,contrast,4
9093,3,cat,6,frog,0.9724095,rotation,4
2136,0,airplane,6,frog,0.9723927,rotation,5
4096,8,ship,0,airplane,0.97238296,brightness,1
9449,9,truck,1,automobile,0.972377,rotation,4
9003,3,cat,6,frog,0.9723627,rotation,5
7951,2,bird,6,frog,0.97235143,rotation,5
3826,1,automobile,6,frog,0.97234297,noise,2
2725,8,ship,6,frog,0.9723422,rotation,4
6753,4,deer,6,frog,0.9723336,rotation,2
6425,2,bird,6,frog,0.97231346,rotation,4
5088,8,ship,6,frog,0.9723083,rotation,5
9850,7,horse,4,deer,0.9722988,contrast,3
1845,7,horse,4,deer,0.9722953,contrast,4
9139,4,deer,6,frog,0.9722763,rotation,4
1486,7,horse,6,frog,0.9722722,rotation,4
8824,3,cat,6,frog,0.9722695,noise,3
3896,7,horse,2,bird,0.9722605,contrast,2
8456,4,deer,6,frog,0.972252,rotation,3
4469,5,dog,6,frog,0.97223943,rotation,4
5318,1,automobile,0,airplane,0.972233,brightness,2
9708,9,truck,1,automobile,0.97218263,brightness,1
9850,7,horse,4,deer,0.97215647,rotation,2
1006,1,automobile,6,frog,0.97214454,noise,3
1120,5,dog,2,bird,0.97214216,brightness,2
7344,4,deer,6,frog,0.97211635,rotation,5
5261,2,bird,6,frog,0.972099,rotation,3
6750,4,deer,6,frog,0.97209555,rotation,4
3689,7,horse,4,deer,0.9720915,noise,1
2454,1,automobile,6,frog,0.97208655,rotation,5
3898,1,automobile,6,frog,0.97208405,rotation,4
4906,5,dog,6,frog,0.9720795,rotation,5
9906,1,automobile,0,airplane,0.9720657,blur,5
6861,8,ship,0,airplane,0.97205174,rotation,2
4320,1,automobile,0,airplane,0.97203976,contrast,4
8536,1,automobile,0,airplane,0.97201097,rotation,1
4158,7,horse,6,frog,0.9720044,rotation,4
331,9,truck,1,automobile,0.97197616,rotation,3
5348,1,automobile,6,frog,0.97197175,rotation,4
2919,8,ship,0,airplane,0.97189325,rotation,3
8015,8,ship,6,frog,0.9718788,rotation,4
2808,2,bird,6,frog,0.97187465,rotation,4
3692,4,deer,6,frog,0.97186726,rotation,4
5107,9,truck,6,frog,0.9718355,rotation,5
6930,2,bird,0,airplane,0.9718326,blur,1
1113,8,ship,0,airplane,0.9718194,rotation,2
6950,8,ship,0,airplane,0.9718152,rotation,1
6423,5,dog,4,deer,0.9718123,contrast,2
8720,2,bird,0,airplane,0.97180396,blur,2
6783,3,cat,6,frog,0.971797,rotation,2
3002,7,horse,2,bird,0.971782,blur,5
6913,3,cat,6,frog,0.9717658,rotation,3
1499,8,ship,6,frog,0.9717594,rotation,4
9303,9,truck,1,automobile,0.9717406,rotation,4
5241,4,deer,6,frog,0.9717405,rotation,5
2788,7,horse,6,frog,0.97173667,rotation,4
3417,7,horse,2,bird,0.97173476,blur,5
5418,8,ship,6,frog,0.97172135,rotation,4
5235,1,automobile,6,frog,0.97171944,rotation,4
541,7,horse,4,deer,0.9716935,noise,1
6179,8,ship,0,airplane,0.9716874,contrast,2
3125,3,cat,6,frog,0.9716771,rotation,4
8276,9,truck,0,airplane,0.9716769,brightness,2
1205,8,ship,0,airplane,0.9716736,contrast,3
6423,5,dog,4,deer,0.9716384,contrast,4
3369,5,dog,3,cat,0.9716242,contrast,1
7930,2,bird,0,airplane,0.971621,brightness,2
4212,1,automobile,0,airplane,0.9716043,contrast,5
1845,7,horse,4,deer,0.97160393,brightness,2
3847,0,airplane,6,frog,0.9716017,rotation,4
3265,8,ship,0,airplane,0.9715996,rotation,3
2316,5,dog,2,bird,0.971593,blur,3
5602,4,deer,6,frog,0.9715788,rotation,5
1026,0,airplane,6,frog,0.9715765,rotation,5
4571,4,deer,6,frog,0.97157097,rotation,5
7625,7,horse,6,frog,0.9715603,rotation,4
6741,9,truck,0,airplane,0.9715119,blur,2
7134,4,deer,6,frog,0.97150266,rotation,5
3698,8,ship,6,frog,0.97148716,rotation,4
7004,3,cat,0,airplane,0.97147197,brightness,3
7496,3,cat,6,frog,0.97146004,rotation,5
9360,5,dog,0,airplane,0.9714407,contrast,3
4611,1,automobile,6,frog,0.9714286,rotation,4
9220,8,ship,0,airplane,0.97142047,rotation,1
1342,7,horse,6,frog,0.97140175,rotation,5
4071,3,cat,2,bird,0.97138995,brightness,1
4476,1,automobile,6,frog,0.97138476,rotation,5
2930,7,horse,6,frog,0.9713777,rotation,4
6179,8,ship,0,airplane,0.9713768,brightness,2
2424,8,ship,6,frog,0.9713731,rotation,4
5568,7,horse,6,frog,0.9713727,rotation,5
7725,4,deer,6,frog,0.97135407,rotation,4
8505,5,dog,6,frog,0.9713497,noise,3
3550,0,airplane,4,deer,0.9713371,brightness,4
870,3,cat,6,frog,0.97132933,noise,1
8225,9,truck,0,airplane,0.971315,rotation,1
5882,1,automobile,9,truck,0.9713074,noise,1
711,8,ship,0,airplane,0.97130257,brightness,1
1491,4,deer,6,frog,0.9713002,noise,2
6095,9,truck,6,frog,0.97129637,rotation,4
207,5,dog,6,frog,0.97129446,rotation,4
6783,3,cat,6,frog,0.97129303,brightness,3
6814,9,truck,1,automobile,0.9712923,rotation,4
9913,7,horse,4,deer,0.971272,noise,2
596,7,horse,4,deer,0.9712669,noise,2
9383,9,truck,6,frog,0.9712523,rotation,4
8549,1,automobile,9,truck,0.97122455,noise,2
2432,9,truck,0,airplane,0.97122,brightness,4
4383,4,deer,6,frog,0.9712034,rotation,4
3032,2,bird,6,frog,0.97119933,rotation,3
9774,5,dog,6,frog,0.97119486,rotation,5
8452,4,deer,6,frog,0.9711935,rotation,5
4320,1,automobile,0,airplane,0.97116673,contrast,3
7627,3,cat,6,frog,0.9711665,rotation,4
7310,3,cat,6,frog,0.97116405,rotation,5
1626,9,truck,0,airplane,0.9711611,contrast,2
5872,7,horse,6,frog,0.9711501,rotation,5
9734,4,deer,7,horse,0.97110903,rotation,1
4096,8,ship,0,airplane,0.97110015,contrast,2
9377,4,deer,6,frog,0.971074,rotation,4
4512,8,ship,0,airplane,0.97104543,rotation,2
7227,7,horse,4,deer,0.97103596,noise,1
2128,4,deer,6,frog,0.9710245,rotation,4
6986,5,dog,6,frog,0.97100914,rotation,3
6741,9,truck,0,airplane,0.9709901,brightness,1
5058,1,automobile,6,frog,0.9709816,rotation,4
8465,9,truck,1,automobile,0.9709754,brightness,3
4071,3,cat,2,bird,0.9709589,blur,1
622,1,automobile,6,frog,0.97095156,noise,2
4884,4,deer,6,frog,0.9709448,noise,2
4026,9,truck,6,frog,0.9709373,rotation,4
8175,3,cat,6,frog,0.9709245,noise,2
6127,5,dog,2,bird,0.97091514,brightness,3
182,2,bird,6,frog,0.9709057,rotation,4
6741,9,truck,0,airplane,0.9708845,clean,0
8350,9,truck,6,frog,0.9708812,rotation,5
1632,8,ship,0,airplane,0.970867,rotation,2
4026,9,truck,6,frog,0.970851,rotation,5
2405,3,cat,6,frog,0.9708477,contrast,4
3510,4,deer,6,frog,0.97082573,rotation,5
7160,5,dog,6,frog,0.9708183,noise,2
6810,8,ship,6,frog,0.97081673,rotation,5
3369,5,dog,3,cat,0.9707808,brightness,1
6995,1,automobile,6,frog,0.9707572,noise,1
6358,7,horse,2,bird,0.970754,rotation,1
8507,8,ship,0,airplane,0.9707465,brightness,5
9032,9,truck,0,airplane,0.9707372,contrast,5
5072,6,frog,2,bird,0.9707197,brightness,4
5738,2,bird,6,frog,0.97070307,noise,2
5179,5,dog,6,frog,0.9707013,rotation,4
4052,5,dog,6,frog,0.9706925,noise,3
6627,5,dog,6,frog,0.9706838,noise,1
7283,3,cat,4,deer,0.97065645,brightness,4
3988,1,automobile,6,frog,0.97064555,noise,2
3332,7,horse,4,deer,0.97064453,noise,1
7792,9,truck,1,automobile,0.97062767,rotation,5
277,3,cat,2,bird,0.97062105,contrast,3
366,1,automobile,6,frog,0.9706067,rotation,5
2405,3,cat,6,frog,0.97059715,brightness,4
515,3,cat,6,frog,0.97059184,noise,2
6338,7,horse,4,deer,0.9705749,noise,1
5289,4,deer,2,bird,0.9705696,noise,1
6916,4,deer,6,frog,0.97055626,rotation,5
5296,4,deer,6,frog,0.97054595,rotation,4
5277,8,ship,0,airplane,0.9705442,rotation,1
4460,9,truck,6,frog,0.9705132,rotation,4
3270,8,ship,0,airplane,0.97049236,rotation,3
9238,9,truck,6,frog,0.97048384,rotation,4
4250,1,automobile,6,frog,0.9704707,rotation,4
7393,5,dog,4,deer,0.97045994,contrast,3
4193,9,truck,0,airplane,0.9704306,blur,2
5610,8,ship,6,frog,0.97041625,rotation,5
1205,8,ship,0,airplane,0.9704138,contrast,2
834,5,dog,2,bird,0.97041065,brightness,3
6849,4,deer,2,bird,0.9703883,blur,2
2940,3,cat,0,airplane,0.97038305,noise,2
7801,4,deer,6,frog,0.97036785,rotation,5
8189,8,ship,0,airplane,0.97036,blur,2
1205,8,ship,0,airplane,0.9703571,brightness,1
7013,1,automobile,6,frog,0.9703353,rotation,5
6507,4,deer,6,frog,0.97033215,rotation,4
4485,3,cat,7,horse,0.9703254,clean,0
3607,3,cat,2,bird,0.9703251,blur,1
4573,4,deer,6,frog,0.97031164,rotation,5
8979,5,dog,6,frog,0.97029626,noise,2
5771,2,bird,6,frog,0.97027934,rotation,5
456,3,cat,4,deer,0.9702698,contrast,4
810,5,dog,2,bird,0.97026956,brightness,1
7343,7,horse,6,frog,0.9702682,rotation,5
2422,3,cat,4,deer,0.9702545,brightness,4
4270,0,airplane,4,deer,0.9702489,noise,1
190,5,dog,6,frog,0.9702416,noise,3
5072,6,frog,2,bird,0.9702307,brightness,3
1193,5,dog,2,bird,0.9702036,contrast,2
5795,7,horse,4,deer,0.9701966,brightness,1
3383,8,ship,0,airplane,0.9701772,rotation,5
6415,1,automobile,6,frog,0.97017705,rotation,4
9389,8,ship,0,airplane,0.97014856,brightness,3
8305,4,deer,6,frog,0.9701394,noise,2
8985,9,truck,0,airplane,0.97013825,brightness,4
3383,8,ship,0,airplane,0.97013533,rotation,3
9022,3,cat,6,frog,0.97009987,rotation,5
8299,3,cat,6,frog,0.97009325,rotation,5
1736,5,dog,6,frog,0.97006613,noise,2
620,7,horse,4,deer,0.97005606,noise,1
9274,8,ship,0,airplane,0.97005415,brightness,1
3443,4,deer,2,bird,0.9700383,contrast,2
